site,species,subject_site,age,cup_distance,task_experience,board_size,test_situation,session,block,trial,delay,hiding_location,pick,correct,researcher,life_expectancy,norm_age
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,1,2,5,medium,3,1,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,1,2,6,medium,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,1,3,7,long,2,2,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,1,3,8,long,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,1,3,9,long,1,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,1,10,medium,2,2,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,1,11,medium,1,2,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,1,12,medium,2,2,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,2,13,long,1,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,2,14,long,2,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,2,15,long,1,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,3,16,short,1,1,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,3,17,short,2,2,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,2,3,18,short,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,1,19,long,2,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,1,20,long,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,1,21,long,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,2,22,short,2,2,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,2,23,short,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,2,24,short,1,1,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,3,25,medium,1,1,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,3,26,medium,3,2,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,3,3,27,medium,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,1,28,long,1,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,1,29,long,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,1,30,long,1,2,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,2,31,medium,2,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,2,32,medium,2,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,2,33,medium,1,2,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,3,34,short,3,3,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,3,35,short,2,2,1,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,kuemmel_dpz,7.4,10,yes,60,single,4,3,36,short,2,3,0,julia,39,-0.7119878596622597
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,1,1,medium,2,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,1,2,medium,2,2,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,1,3,medium,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,2,4,long,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,2,5,long,2,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,2,6,long,3,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,3,7,short,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,3,8,short,2,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,1,3,9,short,3,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,1,10,short,3,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,1,11,short,3,3,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,1,12,short,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,2,13,long,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,2,14,long,3,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,2,15,long,2,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,3,16,medium,2,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,3,17,medium,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,2,3,18,medium,3,3,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,1,19,long,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,1,20,long,2,2,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,1,21,long,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,2,22,short,3,3,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,2,23,short,2,2,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,2,24,short,3,3,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,3,25,medium,2,2,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,3,26,medium,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,3,3,27,medium,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,1,28,medium,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,1,29,medium,2,2,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,1,30,medium,3,3,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,2,31,short,3,3,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,2,32,short,1,1,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,2,33,short,3,3,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,3,34,long,2,3,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,3,35,long,2,2,1,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,fenja_dpz,15.1,10,yes,60,single,4,3,36,long,3,1,0,julia,39,0.3768001215139967
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,1,1,long,2,1,0,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,1,2,long,3,2,0,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,1,3,long,1,3,0,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,2,4,short,3,3,1,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,2,5,short,1,1,1,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,2,6,short,2,2,1,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,3,7,medium,2,1,0,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,3,8,medium,3,3,1,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,1,3,9,medium,1,2,0,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,2,1,10,long,3,1,0,julia,39,0.6596021945467908
DPZ,long_tailed_macaque,heidi_dpz,17.1,10,yes,60,single,2,1,11,long,2,3,0,julia,39,0.6596021945467908
