"","date","site","species","subject_site","age","cup_distance","task_experience","board_size","test_situation","session","block","trial","condition","hiding_location","pick","secondary_pick","correct","researcher","comment"
"1",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,1,1,"long","1",1,"-",1,"kano",NA
"2",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,1,2,"long","2",2,"-",1,"kano",NA
"3",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,1,3,"long","3",3,"-",1,"kano",NA
"4",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,2,4,"medium","2",3,"-",0,"kano",NA
"5",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,2,5,"medium","1",1,"-",1,"kano",NA
"6",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,2,6,"medium","3",3,"-",1,"kano","keep pointing"
"7",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,3,7,"short","3",3,"-",1,"kano",NA
"8",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,3,8,"short","1",1,"-",1,"kano",NA
"9",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",1,3,9,"short","2",2,"-",1,"kano",NA
"10",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,1,10,"medium","1",2,"-",0,"kano",NA
"11",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,1,11,"medium","3",3,"-",1,"kano",NA
"12",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,1,12,"medium","2",2,"-",1,"kano",NA
"13",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,2,13,"short","1",1,"-",1,"kano",NA
"14",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,2,14,"short","3",3,"-",1,"kano",NA
"15",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,2,15,"short","2",2,"-",1,"kano",NA
"16",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,3,16,"long","3",3,"-",1,"kano",NA
"17",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,3,17,"long","2",2,"-",1,"kano",NA
"18",20180308,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",2,3,18,"long","1",2,"-",0,"kano",NA
"19",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,1,19,"short","2",2,"-",1,"kano",NA
"20",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,1,20,"short","3",3,"-",1,"kano",NA
"21",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,1,21,"short","1",1,"-",1,"kano",NA
"22",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,2,22,"long","3",3,"-",1,"kano",NA
"23",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,2,23,"long","1",3,"-",0,"kano",NA
"24",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,2,24,"long","2",3,"-",0,"kano",NA
"25",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,3,25,"medium","1",3,"-",0,"kano",NA
"26",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,3,26,"medium","3",3,"-",1,"kano",NA
"27",20180309,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",3,3,27,"medium","2",3,"-",0,"kano",NA
"28",20180312,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,1,28,"long","2",2,"-",1,"sato",NA
"29",20180312,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,1,29,"long","1",3,"-",0,"sato",NA
"30",20180312,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,1,30,"long","3",2,"-",0,"sato",NA
"31",20180312,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,2,31,"short","2",2,"-",1,"sato",NA
"32",20180312,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,2,32,"short","3",3,"-",1,"sato",NA
"33",20180312,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,2,33,"short","1",2,"-",0,"sato",NA
"34",20180312,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,3,34,"medium","1",2,"-",0,"sato",NA
"35",20180313,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,3,35,"medium","2",2,"-",1,"kano",NA
"36",20180313,"kumamoto sanctuary","bonobo","louise_ks",45,15,"no",60,"group",4,3,36,"medium","3",3,"-",1,"kano",NA
"37",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,1,1,"medium","1",1,"-",1,"kano",NA
"38",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,1,2,"medium","2",3,"-",0,"kano",NA
"39",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,1,3,"medium","3",2,"-",0,"kano",NA
"40",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,2,4,"long","1",2,"-",0,"kano",NA
"41",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,2,5,"long","2",2,"-",1,"kano",NA
"42",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,2,6,"long","3",2,"-",0,"kano",NA
"43",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,3,7,"short","1",1,"-",1,"kano",NA
"44",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,3,8,"short","2",2,"-",1,"kano",NA
"45",20180308,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",1,3,9,"short","3",3,"-",1,"kano",NA
"46",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,1,10,"long","2",2,"-",1,"kano",NA
"47",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,1,11,"long","3",1,"-",0,"kano",NA
"48",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,1,12,"long","1",1,"-",1,"kano",NA
"49",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,2,13,"short","1",1,"-",1,"kano",NA
"50",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,2,14,"short","2",2,"-",1,"kano",NA
"51",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,2,15,"short","3",3,"-",1,"kano",NA
"52",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,3,16,"medium","3",3,"-",1,"kano",NA
"53",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,3,17,"medium","2",3,"-",0,"kano",NA
"54",20180309,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",2,3,18,"medium","1",1,"-",1,"kano",NA
"55",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,1,19,"short","1",1,"-",1,"kano",NA
"56",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,1,20,"short","2",2,"-",1,"kano",NA
"57",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,1,21,"short","3",3,"-",1,"kano",NA
"58",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,2,22,"long","2",2,"-",1,"kano","keep pointing"
"59",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,2,23,"long","3",2,"-",0,"kano",NA
"60",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,2,24,"long","1",1,"-",1,"kano",NA
"61",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,3,25,"medium","3",1,"-",0,"kano",NA
"62",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,3,26,"medium","1",3,"-",0,"kano",NA
"63",20180312,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",3,3,27,"medium","2",1,"-",0,"kano",NA
"64",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,1,28,"long","2",2,"-",1,"sato",NA
"65",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,1,29,"long","3",2,"-",0,"sato",NA
"66",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,1,30,"long","1",1,"-",1,"sato",NA
"67",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,2,31,"medium","1",1,"-",1,"sato",NA
"68",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,2,32,"medium","2",2,"-",1,"sato",NA
"69",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,2,33,"medium","3",3,"-",1,"sato",NA
"70",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,3,34,"short","3",3,"-",1,"sato",NA
"71",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,3,35,"short","2",2,"-",1,"sato",NA
"72",20180313,"kumamoto sanctuary","bonobo","lolita_ks",29,15,"no",60,"group",4,3,36,"short","1",1,"-",1,"sato",NA
"73",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,1,1,"long","1",2,"-",0,"kano",NA
"74",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,1,2,"long","3",3,"-",1,"kano",NA
"75",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,1,3,"long","2",2,"-",1,"kano",NA
"76",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,2,4,"short","3",3,"-",1,"kano",NA
"77",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,2,5,"short","2",2,"-",1,"kano",NA
"78",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,2,6,"short","1",1,"-",1,"kano",NA
"79",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,3,7,"medium","1",2,"-",0,"kano",NA
"80",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,3,8,"medium","3",1,"-",0,"kano",NA
"81",20180308,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",1,3,9,"medium","2",2,"-",1,"kano",NA
"82",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,1,10,"long","1",1,"-",1,"kano",NA
"83",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,1,11,"long","3",1,"-",0,"kano",NA
"84",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,1,12,"long","2",1,"-",0,"kano",NA
"85",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,2,13,"medium","3",3,"-",1,"kano",NA
"86",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,2,14,"medium","1",1,"-",1,"kano",NA
"87",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,2,15,"medium","2",2,"-",1,"kano",NA
"88",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,3,16,"short","2",2,"-",1,"kano",NA
"89",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,3,17,"short","3",3,"-",1,"kano",NA
"90",20180309,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",2,3,18,"short","1",1,"-",1,"kano",NA
"91",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,1,19,"short","3",3,"-",1,"kano",NA
"92",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,1,20,"short","1",1,"-",1,"kano",NA
"93",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,1,21,"short","2",2,"-",1,"kano",NA
"94",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,2,22,"medium","1",2,"-",0,"kano",NA
"95",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,2,23,"medium","2",1,"-",0,"kano",NA
"96",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,2,24,"medium","3",2,"-",0,"kano",NA
"97",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,3,25,"long","2",1,"-",0,"kano",NA
"98",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,3,26,"long","3",3,"-",1,"kano",NA
"99",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",3,3,27,"long","1",1,"-",1,"kano",NA
"100",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,1,28,"medium","3",2,"-",0,"kano",NA
"101",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,1,29,"medium","1",1,"-",1,"kano",NA
"102",20180312,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,1,30,"medium","2",1,"2",0,"kano",NA
"103",20180313,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,2,31,"long","2",2,"-",1,"kano",NA
"104",20180313,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,2,32,"long","1",1,"-",1,"kano",NA
"105",20180313,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,2,33,"long","3",1,"-",0,"kano",NA
"106",20180313,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,3,34,"short","3",3,"-",1,"kano",NA
"107",20180313,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,3,35,"short","1",1,"-",1,"kano",NA
"108",20180313,"kumamoto sanctuary","bonobo","lenore_ks",36,15,"no",60,"group",4,3,36,"short","2",2,"-",1,"kano",NA
"109",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,1,1,"long","2",3,"-",0,"sato",NA
"110",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,1,2,"long","3",3,"-",1,"sato",NA
"111",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,1,3,"long","1",1,"-",1,"sato",NA
"112",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,2,4,"medium","3",3,"-",1,"sato",NA
"113",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,2,5,"medium","2",2,"-",1,"sato",NA
"114",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,2,6,"medium","1",1,"-",1,"sato",NA
"115",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,3,7,"short","1",1,"-",1,"sato",NA
"116",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,3,8,"short","3",3,"-",1,"sato",NA
"117",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",1,3,9,"short","2",2,"-",1,"sato",NA
"118",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,1,10,"short","1",1,"-",1,"sato",NA
"119",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,1,11,"short","2",2,"-",1,"sato",NA
"120",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,1,12,"short","3",3,"-",1,"sato",NA
"121",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,2,13,"medium","2",2,"-",1,"sato",NA
"122",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,2,14,"medium","3",2,"-",0,"sato",NA
"123",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,2,15,"medium","1",1,"-",1,"sato",NA
"124",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,3,16,"long","3",2,"-",0,"sato",NA
"125",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,3,17,"long","1",1,"-",1,"sato",NA
"126",20180308,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",2,3,18,"long","2",2,"-",1,"sato",NA
"127",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,1,19,"medium","1",1,"-",1,"sato",NA
"128",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,1,20,"medium","3",3,"-",1,"sato",NA
"129",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,1,21,"medium","2",2,"-",1,"sato",NA
"130",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,2,22,"short","1",1,"-",1,"sato",NA
"131",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,2,23,"short","2",2,"-",1,"sato",NA
"132",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,2,24,"short","3",3,"-",1,"sato",NA
"133",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,3,25,"long","3",3,"-",1,"sato",NA
"134",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,3,26,"long","1",1,"-",1,"sato",NA
"135",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",3,3,27,"long","2",2,"-",1,"sato",NA
"136",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,1,28,"long","3",3,"-",1,"sato",NA
"137",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,1,29,"long","2",2,"-",1,"sato",NA
"138",20180309,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,1,30,"long","1",1,"-",1,"sato",NA
"139",20180312,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,2,31,"short","1",1,"-",1,"sato",NA
"140",20180312,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,2,32,"short","3",3,"-",1,"sato",NA
"141",20180312,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,2,33,"short","2",2,"-",1,"sato",NA
"142",20180312,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,3,34,"medium","1",1,"-",1,"sato",NA
"143",20180312,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,3,35,"medium","3",3,"-",1,"sato",NA
"144",20180312,"kumamoto sanctuary","bonobo","junior_ks",23,15,"no",60,"single",4,3,36,"medium","2",2,"-",1,"sato",NA
"145",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,1,1,"medium","1",1,"-",1,"ruiting",NA
"146",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,1,2,"medium","2",1,"-",0,"ruiting",NA
"147",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,1,3,"medium","3",1,"-",0,"ruiting",NA
"148",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,2,4,"short","3",3,"-",1,"ruiting",NA
"149",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,2,5,"short","1",1,"-",1,"ruiting",NA
"150",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,2,6,"short","2",2,"-",1,"ruiting",NA
"151",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,3,7,"long","1",1,"-",1,"ruiting",NA
"152",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,3,8,"long","2",2,"-",1,"ruiting",NA
"153",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",1,3,9,"long","3",3,"-",1,"ruiting","keep pointing"
"154",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,1,10,"medium","1",1,"-",1,"ruiting",NA
"155",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,1,11,"medium","3",3,"-",1,"ruiting",NA
"156",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,1,12,"medium","2",2,"-",1,"ruiting",NA
"157",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,2,13,"long","3",1,"-",0,"ruiting",NA
"158",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,2,14,"long","2",2,"-",1,"ruiting",NA
"159",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,2,15,"long","1",2,"-",0,"ruiting","keep pointing"
"160",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,3,16,"short","1",1,"-",1,"ruiting",NA
"161",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,3,17,"short","3",3,"-",1,"ruiting",NA
"162",20180308,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",2,3,18,"short","2",2,"-",1,"ruiting",NA
"163",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,1,19,"long","2",2,"-",1,"sato",NA
"164",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,1,20,"long","3",3,"-",1,"sato",NA
"165",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,1,21,"long","1",1,"-",1,"sato",NA
"166",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,2,22,"medium","1",1,"-",1,"sato",NA
"167",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,2,23,"medium","2",2,"-",1,"sato",NA
"168",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,2,24,"medium","3",3,"-",1,"sato",NA
"169",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,3,25,"short","3",3,"-",1,"sato",NA
"170",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,3,26,"short","2",2,"-",1,"sato",NA
"171",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",3,3,27,"short","1",1,"-",1,"sato",NA
"172",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",4,1,28,"short","2",2,"-",1,"kano",NA
"173",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",4,1,29,"short","1",1,"-",1,"kano",NA
"174",20180309,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"single",4,1,30,"short","3",3,"-",1,"kano",NA
"175",20180312,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"group",4,2,31,"medium","3",3,"-",1,"kano",NA
"176",20180312,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"group",4,2,32,"medium","1",1,"-",1,"kano",NA
"177",20180312,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"group",4,2,33,"medium","2",1,"-",0,"kano",NA
"178",20180312,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"group",4,3,34,"long","3",3,"-",1,"kano",NA
"179",20180312,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"group",4,3,35,"long","2",2,"-",1,"kano","keep pointing"
"180",20180312,"kumamoto sanctuary","bonobo","ikela_ks",26,15,"no",60,"group",4,3,36,"long","1",1,"-",1,"kano","keep pointing"
"181",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,1,1,"long","1",1,"-",1,"ruiting","keep pointing"
"182",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,1,2,"long","2",2,"-",1,"ruiting",NA
"183",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,1,3,"long","3",3,"-",1,"ruiting",NA
"184",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,2,4,"short","3",3,"-",1,"ruiting",NA
"185",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,2,5,"short","1",1,"-",1,"ruiting",NA
"186",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,2,6,"short","2",2,"-",1,"ruiting",NA
"187",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,3,7,"medium","2",2,"-",1,"ruiting",NA
"188",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,3,8,"medium","1",1,"-",1,"ruiting",NA
"189",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",1,3,9,"medium","3",2,"-",0,"ruiting",NA
"190",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,1,10,"medium","3",3,"-",1,"ruiting",NA
"191",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,1,11,"medium","2",2,"-",1,"ruiting",NA
"192",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,1,12,"medium","1",2,"-",0,"ruiting",NA
"193",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,2,13,"long","3",2,"-",0,"ruiting",NA
"194",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,2,14,"long","1",2,"-",0,"ruiting",NA
"195",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,2,15,"long","2",3,"-",0,"ruiting",NA
"196",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,3,16,"short","3",3,"-",1,"ruiting",NA
"197",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,3,17,"short","1",1,"-",1,"ruiting",NA
"198",20180308,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",2,3,18,"short","2",2,"-",1,"ruiting",NA
"199",20180309,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",3,1,19,"medium","3",2,"-",0,"sato",NA
"200",20180309,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",3,1,20,"medium","1",1,"-",1,"sato",NA
"201",20180309,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",3,1,21,"medium","2",2,"-",1,"sato",NA
"202",20180309,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",3,2,22,"short","3",3,"-",1,"sato",NA
"203",20180309,"kumamoto sanctuary","bonobo","vijay_ks",14,15,"no",60,"single",3,2,23,"short","2",2,"-",1,"sato",NA
